# q_A^-1 I sigma_shared_background
2.050000000000000711e+00 3.778551203774528178e-04 2.398016586741738218e-02
2.080000000000000959e+00 -1.849962234782577411e-03 2.335871587114743408e-02
2.110000000000001208e+00 -1.074919014266053968e-03 2.237336288354456817e-02
2.140000000000001013e+00 -3.340646137897113933e-03 2.139751585065318221e-02
2.170000000000000817e+00 -2.678860172047400554e-03 2.007859532403467873e-02
2.200000000000001066e+00 -5.396070416114069623e-03 1.886029627230506600e-02
2.230000000000001315e+00 -4.301068867875130174e-03 1.791060976430069313e-02
2.260000000000001119e+00 -6.104126938171745669e-03 1.717268762922286723e-02
2.290000000000000924e+00 -4.233971774246997680e-03 1.641788863121730266e-02
2.320000000000001172e+00 -5.643220927297487068e-03 1.574829788796680563e-02
2.350000000000001421e+00 -7.594602355386234106e-03 1.516762033887673888e-02
2.380000000000001226e+00 -4.418858640452925403e-03 1.526149371069992697e-02
2.410000000000001030e+00 -5.396752665339845170e-03 1.545551681219181281e-02
2.440000000000001279e+00 -5.987412287270679583e-03 1.464032299791430576e-02
2.470000000000001528e+00 -6.393961973796925997e-03 1.442868811286474040e-02
2.500000000000001332e+00 -6.622506374086162446e-03 1.406143190419787033e-02
2.530000000000001137e+00 -4.478520954921600718e-03 1.395600465499774803e-02
2.560000000000001386e+00 -3.032472344843132814e-03 1.397849269686247432e-02
2.590000000000001634e+00 -6.968594190061580020e-03 1.404020867548748212e-02
2.620000000000001439e+00 -5.894659654305570672e-03 1.412199659447805830e-02
2.650000000000001243e+00 -5.616354931546115037e-03 1.429985896917406428e-02
2.680000000000001492e+00 -4.890128736492296499e-03 1.483471868127577906e-02
2.710000000000001741e+00 -3.258516372831610566e-03 1.523741966487494708e-02
2.740000000000001545e+00 -4.203635438353472281e-03 1.548244775172000903e-02
2.770000000000001350e+00 -4.232010044806830580e-03 1.561929130656185272e-02
2.800000000000001599e+00 -4.302525570301016233e-03 1.565521965550300751e-02
2.830000000000001847e+00 -3.560376434336087140e-03 1.561968104858785407e-02
2.860000000000001652e+00 -6.100326982610244572e-03 1.550162326666818316e-02
2.890000000000001457e+00 -6.232346102298001386e-03 1.533064877070055600e-02
2.920000000000001705e+00 -2.585905362513902898e-03 1.508099021534440101e-02
2.950000000000001954e+00 -3.289061204742758145e-03 1.483206763875211283e-02
2.980000000000001759e+00 -3.636123994548649385e-03 1.469890673487306981e-02
3.010000000000001563e+00 -3.409204359372287451e-03 1.424402792987294365e-02
3.040000000000001812e+00 -1.914950695371381252e-03 1.398759392463319942e-02
3.070000000000002061e+00 -4.010435438174556229e-03 1.333235595567163097e-02
3.100000000000001865e+00 -2.886703889348758278e-03 1.325988167019535348e-02
3.130000000000001670e+00 2.387019346423829283e-04 1.404776190475590450e-02
3.160000000000001918e+00 -2.295868246048320127e-03 1.366051249259736707e-02
3.190000000000002167e+00 -6.027059765645536530e-04 1.395835992714686280e-02
