# q_A^-1 I sigma_shared_background
1.900000000000000799e+00 1.038664683653601345e-02 1.163826175550638012e-02
1.930000000000000826e+00 4.298338360592808723e-03 1.216010656513105345e-02
1.960000000000000853e+00 1.773178586228649212e-03 1.266284425298680807e-02
1.990000000000000879e+00 -1.417965506839328083e-03 1.318545661661773942e-02
2.020000000000000906e+00 -4.428032053527209723e-03 1.307713202767598823e-02
2.050000000000000711e+00 -4.528474895275187533e-03 1.292908725563513342e-02
2.080000000000000959e+00 -4.278657206123607712e-03 1.309857616865161244e-02
2.110000000000001208e+00 -7.020345758334578176e-03 1.322148662090793375e-02
2.140000000000001013e+00 -7.197151844081267277e-03 1.320118766495634484e-02
2.170000000000000817e+00 -6.173696414263779748e-03 1.281066051138049673e-02
2.200000000000001066e+00 -5.544099247253148760e-03 1.193403641251877464e-02
2.230000000000001315e+00 -8.622409351669930305e-03 1.092013143238944328e-02
2.260000000000001119e+00 -5.421372325412922126e-03 9.905163562508128433e-03
2.290000000000000924e+00 -4.890747692545878260e-03 9.371005354164440790e-03
2.320000000000001172e+00 -3.224655891935192687e-03 9.049698165107493766e-03
2.350000000000001421e+00 -2.554205909739357128e-03 8.787706626109089217e-03
2.380000000000001226e+00 -4.809135941920876338e-03 8.617688317208214641e-03
2.410000000000001030e+00 -3.173087491270521008e-03 4.641945754357343357e-02
2.440000000000001279e+00 -2.988384416471263037e-03 1.003195846175979483e-01
2.470000000000001528e+00 -1.882445074041601361e-03 8.015733052446018594e-03
2.500000000000001332e+00 -2.855438317196736398e-03 7.784213471205562312e-03
2.530000000000001137e+00 -2.312603406499643723e-03 7.643004620554302506e-03
2.560000000000001386e+00 -3.041332647574520806e-03 7.472795449673669786e-03
2.590000000000001634e+00 -2.011995338063303843e-03 7.337013660228823737e-03
2.620000000000001439e+00 -1.864905036439272858e-03 7.215181769329376445e-03
2.650000000000001243e+00 -2.152690177475437630e-03 7.174772739531610696e-03
2.680000000000001492e+00 -2.527528150199190565e-03 7.179523132690415234e-03
2.710000000000001741e+00 -2.491355613891413183e-03 7.015044552898823740e-03
2.740000000000001545e+00 -2.797510026613389891e-03 6.886746221991047086e-03
2.770000000000001350e+00 -2.078288744711193070e-03 6.708281468717182221e-03
